row ID,row m/z,row retention time,KMRB15070728_neg.mzXML Peak area,KMRB15070723_neg.mzXML Peak area,KMRB16032507_neg.mzXML Peak area,KMRB15070765_neg.mzXML Peak area,KMRB15062619_neg.mzXML Peak area,KMRB15090213_neg.mzXML Peak area,KMRB17070402_neg.mzXML Peak area,KMRB17080804_neg.mzXML Peak area,KMRB15081403_neg.mzXML Peak area,KMRB15031920_neg.mzXML Peak area,KMRB16011417_neg.mzXML Peak area,KMRB16011519_neg.mzXML Peak area,KMRB04050612_neg.mzXML Peak area,KMRB14110709_neg.mzXML Peak area,KMRB18111308_neg.mzXML Peak area,KMRB14091212_neg.mzXML Peak area,KMRB15052235_neg.mzXML Peak area,KMRB15070136_neg.mzXML Peak area,KMRB18042712_neg.mzXML Peak area,KMRB16061604_neg.mzXML Peak area,KMRB15021115_neg.mzXML Peak area,KMRB16051230_neg.mzXML Peak area,KMRB17091811_neg.mzXML Peak area,KMRB15032003_neg.mzXML Peak area,KMRB14101203_neg.mzXML Peak area,KMRB15063021_neg.mzXML Peak area,KMRB15052230_neg.mzXML Peak area,KMRB15071608_neg.mzXML Peak area,KMRB14082260_neg.mzXML Peak area,KMRB16071927_neg.mzXML Peak area,KMRB15080602_neg.mzXML Peak area,KMRB16011521_neg.mzXML Peak area,KMRB15090836_neg.mzXML Peak area,KMRB17061910_neg.mzXML Peak area,KMRB17083132_neg.mzXML Peak area,KMRB16041505_neg.mzXML Peak area,KMRB15102011_neg.mzXML Peak area,KMRB15061217_neg.mzXML Peak area,KMRB14070116_neg.mzXML Peak area,KMRB15090322_neg.mzXML Peak area
1,377.0846859,0.798561667,163978.7131,41193.5618,54354.09098,72249.20757,84162.87971,83804.46852,134107.8626,61179.81278,148946.3182,88262.85459,241221.0701,65600.11072,110888.5117,131990.6874,52600.82034,82800.85628,109057.9041,109877.8197,110652.4362,69785.04212,113326.6565,128749.1542,28885.23558,214361.9272,107411.699,36472.59967,126772.7054,76377.82338,17184.00361,209570.6868,273768.2353,399341.5538,53359.62333,69106.37965,642725.1996,28436.89743,66242.33377,192037.7028,117256.69,10872.246
2,191.0189498,1.0524375,636651.5886,267887.5311,646296.7757,696438.1321,164442.24,244311.2975,278822.1093,239077.3635,206456.73,143767.3959,669161.6895,57388.24522,397116.0902,677694.6008,1013944.607,110540.3001,315513.4089,435390.4286,6180.109812,317694.2288,569348.8882,452760.879,1817.07118,401460.0648,206865.5185,102342.5532,1005396.472,368492.0306,561531.1601,29120.10417,1212142.037,20884.3883,173405.5968,263928.5171,10166.69567,14734.44003,143471.3788,85658.18688,392733.011,571618.483
3,387.1134499,0.773587917,137815.7603,27742.08309,25884.14439,46184.16383,78829.15103,55468.22222,93317.43991,15722.51259,82764.77252,73687.85724,78519.94964,25283.24268,40628.19693,75300.21044,17559.24566,36863.0332,76324.79963,29945.44897,72861.85138,49425.16761,50268.6727,41991.9525,7325.153367,99691.78323,35967.39603,7931.270484,92003.36959,57243.25737,8014.466406,44270.45384,151157.6765,178082.8891,22828.29562,21026.06467,380013.1557,4404.766412,16719.46886,123431.0908,35310.63259,4527.888711
4,341.1078809,0.777152917,139070.9145,42369.25776,29092.1133,60970.10566,72419.18861,54899.91146,103263.8406,38270.71391,71686.8514,95297.71898,122476.7616,36121.33481,64949.73256,110726.5959,31026.07849,45397.09898,100466.4575,39066.18091,59500.51602,72183.41054,52463.50257,55428.19808,3177.117521,78228.88212,42115.32793,19811.06658,106530.2709,44162.12354,4725.695371,51184.60293,126856.5593,183452.4495,30422.24171,33958.20125,428475.1597,14105.87357,21485.31173,121621.5774,41645.91199,8974.608418
5,439.0814401,0.80832125,145832.3694,84899.62199,52756.44516,119584.9617,74861.49312,145639.7394,137694.5722,80546.83218,180600.6919,60877.9179,122440.5787,127500.7862,177276.976,48246.56206,81896.03725,74373.06302,129853.5321,52591.56996,17387.65424,112931.9524,48427.96359,23507.94845,40566.30309,152633.2692,73258.01709,50287.56073,111.02,52371.42374,33171.56346,4603.428777,64080.45596,145830.7827,75435.38044,67338.73658,148690.4877,5595.230463,88632.02657,28868.22706,117624.0156,13472.67624
6,216.8529578,18.05485,2473311.724,1806609.793,2048108.52,2120720.257,3017222.23,2634779.771,2489991.614,981235.6699,2165570.998,673674.9704,1428508.157,437593.8845,1879177.005,2047469.3,1932180.66,1262937.288,1614282.587,180629.9978,1343055.451,1173075.637,1133089.151,2173673.423,2840859.312,126216.0138,577422.4579,1000543.721,1559309.542,53059.86881,2739090.341,1333800.719,1103178.82,2083431.293,90323.48475,765258.7794,5702.198723,2534480.97,297057.8108,390.5864819,795675.5082,854396.4947
7,215.0318564,0.7976,59618.64904,110618.5853,107001.4549,98030.61273,123960.176,75235.09355,104158.0567,117504.7813,62358.41133,92226.77124,88353.74257,117282.3281,73266.33688,108181.6391,84643.42101,112260.6308,116660.9437,40539.6893,3075.221192,84766.85982,35614.76813,1579.479344,5110.44906,441.3107361,122082.2045,55280.64089,66417.01969,46946.36623,49898.66281,147.4102041,1056.583384,3448.825797,43960.52382,134048.2909,1900.724176,5518.534951,1808.782605,34131.64644,98835.84882,78092.63043
8,379.0822816,0.798561667,55991.5124,15995.73997,13776.96512,19221.06118,10860.59944,29198.15113,42772.93619,23619.16241,69690.01178,30142.79477,82596.31378,24435.18309,41320.02483,48104.92359,13719.7607,19996.81717,37597.28724,40705.52917,41679.94301,30753.43166,44543.92305,48031.5311,6153.068936,82046.952,27172.96191,9244.768254,44449.56354,26874.51977,8017.499273,66324.12387,117423.7845,148632.5748,19479.84636,14521.3796,225358.2229,10810.94281,8534.574465,69269.67263,44768.14614,4209.027256
9,181.0709,0.787186325,49334.98216,4719.630483,21450.69476,1207.30722,76.482,11776.00298,16752.16845,7906.166273,122922.3338,18658.55304,26436.85405,167.2354298,3411.349504,39.303,705.5852959,0,4435.930283,3713.351724,6878.645273,12948.1446,79910.48589,32957.91069,2982.793012,6819.005566,8598.809692,18967.66461,9736.558218,2390.171458,36849.96436,42820.33977,36187.49973,133.245,38403.60868,6406.593231,508.86,1870.554447,324.2192595,71190.66246,6667.692564,1544.472745
10,281.2479019,17.12726667,83590.97301,111655.506,72806.51375,126719.6455,80946.05977,112717.8568,68838.78875,55186.05161,454108.124,56916.05835,145840.2058,99812.8784,96342.35038,72200.03093,107705.7832,132531.1082,266934.8764,63564.01793,95969.65815,210314.6608,201003.3592,127255.8106,82943.36859,47962.3201,91407.31573,179719.292,134594.8397,47991.36462,236906.715,203852.3596,76368.79583,186256.237,169268.9214,57471.7149,34754.4211,120874.3903,375515.8517,814743.4804,104058.6479,182499.2618
11,179.0553761,0.788929583,40927.36939,60894.00513,60047.91049,40117.66285,50345.84749,45633.86528,57716.01625,63621.06635,55682.85971,51105.10497,29538.60256,41144.84129,32438.02081,68773.69943,40932.64451,65469.59393,50492.35652,12070.54671,226939.4353,42941.37029,23369.797,23693.45477,14064.35321,17602.57877,69744.66443,43358.26681,56243.21221,14923.37601,15793.55161,35783.92343,21120.47183,33311.69093,32751.15427,65625.9406,15853.1822,34372.04458,6378.223434,39573.45407,31512.06813,28527.76634
12,248.9595616,0.752712083,25792.4231,19975.95626,21511.60196,31797.15312,40303.56423,36278.73746,21102.24242,37914.94786,30233.59576,33562.97411,13331.54809,30714.92736,38557.16902,25871.50691,34253.11168,24088.7951,25830.08152,34921.39446,40274.58053,36271.64605,23758.09209,15110.50096,24980.31877,11967.19635,25328.25918,36110.8757,39169.91522,19424.6195,23137.50028,40532.06581,35236.56171,39775.85436,42146.74645,22205.94054,30571.38886,24259.07972,14746.50566,39792.72349,41154.89539,16389.01291
13,257.0327386,0.814961667,43913.98203,6697.599761,39879.74875,67702.48831,28706.70239,77002.97394,23196.37051,46738.75491,65845.77611,41642.78839,42483.09845,84892.92726,80058.19179,60093.14059,33629.55448,55159.7913,41169.93288,304.1542255,57953.74975,81980.6038,72263.3583,35020.24932,17416.58824,16221.22269,73001.25473,47679.95474,32362.42463,64611.95894,79836.91146,242.2875,50979.33358,96821.35801,30917.12147,36557.66219,57147.2663,1110.11285,48922.04131,30493.57823,40660.96725,9167.604168
14,225.0605712,0.775813675,18934.08178,25142.07798,24239.20734,13814.48062,34067.44426,25819.42001,18792.48784,20662.38002,8963.514873,17380.43078,12093.06547,19341.74013,9638.663932,19942.03554,10577.10595,44596.86805,18189.08075,12755.9462,4895.442867,20938.33147,4933.411587,1192.3455,2589.649013,916.5685669,36165.92603,10507.87223,17169.14224,28615.84441,6472.383451,549.2762666,0,700.6660811,18960.97619,22216.39984,591.612584,2002.82903,1241.648444,8359.233471,19705.95826,10625.61804
15,255.2322515,17.02410833,40816.51,52722.97602,42211.21036,96598.02265,57207.89131,96254.75589,58590.78704,23243.88851,150254.5018,36571.2302,56868.17576,95953.82879,58072.73878,83922.16958,76516.05317,134125.6653,114213.3127,90769.30125,110209.0278,54985.08708,106791.6074,286447.7076,79460.7615,33745.06701,56411.25595,102391.0999,84611.16053,109543.1124,87327.59767,90515.95235,64743.93709,210926.5076,94980.11184,29004.74478,20065.66463,64343.68382,248796.7129,629533.7654,93511.57397,111308.8197
16,283.2634598,18.00487083,58969.9809,73924.81383,54071.08039,58661.83016,23147.21852,46351.63484,55020.35059,25935.40262,42905.63997,61495.06304,24374.24351,67150.94644,61369.65045,70371.29676,63487.17894,80493.56134,99296.56919,79126.85484,49384.57378,37766.36564,39936.78669,57466.78918,39854.38201,71664.74032,59628.77861,53494.59553,55747.78412,62487.14076,70438.11913,52601.57382,59719.20666,65505.65,61654.53225,51237.86927,33565.04656,40601.03307,116802.632,150633.475,50443.37324,48474.27129
17,195.0501849,0.801621667,21801.4452,27767.79329,24971.74253,38846.34759,45457.19068,15894.96143,9509.812892,76077.36699,26020.78176,87789.59099,8075.337042,14215.65771,12897.58748,6147.828998,23010.086,18453.06163,24543.76743,55793.0529,16788.60184,23256.18153,22658.07687,3395.295526,9795.809444,3018.010193,10031.99962,26767.92845,344040.181,33953.16056,9436.761772,4571.485802,4054.684546,2381.6355,264774.5178,4248.033221,2883.346313,3039.759298,3019.784537,42473.83752,9067.163194,9146.742772
18,217.0472505,0.808967647,18862.95047,0,9063.538442,0,35.655,1754.742158,4525.076813,7004.343452,64830.11928,10310.97612,10346.7385,66.47426337,4716.115969,23.82,0,0,2699.656488,12443.02346,1333.001093,11180.72537,66042.04657,27701.85536,5073.11218,3963.938072,7330.421216,15084.60776,1872.836407,136.8140351,30192.69602,67701.75756,30902.5306,415.1874499,36467.325,5448.469872,0,2825.486181,533.6609583,50988.19661,7821.594449,0
19,111.00792,0.859820833,117866.3253,126450.6709,66147.74573,61561.08082,70725.42625,61406.47529,140531.7579,132223.9828,81043.44941,28555.58859,98611.46089,7617.557933,29521.24579,58045.94626,92978.59073,54745.27389,104164.0641,16860.08476,4348.842049,153822.5561,259520.6615,76085.48707,355.385,28314.70665,44086.57139,4632.628439,82703.21964,30418.37776,116375.8133,2566.293047,73456.36552,1342.809576,75763.16526,51493.3053,511.0370807,3306.244091,88905.88057,12560.54206,149235.3864,259177.1423
20,316.7781357,18.01260684,540655.2021,541022.0303,571188.7466,688861.3132,368564.0063,871764.7208,661649.3357,98175.10303,674851.7018,47087.01916,1054381.02,893851.1434,395657.0938,584246.3324,390857.2853,194424.069,451639.6568,36976.3737,903491.0452,236615.967,241452.3105,129490.6763,124606.7502,13288.61921,20251.03002,676947.6084,377723.4031,975.9763867,292924.4093,152719.9532,7230.085264,152552.1589,13208.46781,140707.0778,129.8,244978.1733,22876.04523,0,28031.61537,715561.7914
21,316.7781345,18.20460833,131243.045,106434.472,154623.532,174831.5561,191777.6403,165535.7763,155237.2609,19083.50391,63864.86688,107471.0821,179804.8915,298090.0593,602363.9356,191899.3898,591223.6521,305566.5549,122031.6013,248082.4211,313816.3172,88804.98492,96596.34238,542624.6042,299420.5527,15709.40933,36209.56537,172690.2679,198689.682,11907.93318,133633.0062,137264.9035,39666.32405,109444.163,39915.15205,298046.7334,624.2415302,92346.15609,140696.564,176.7,127650.7232,74803.84064
22,405.0279633,1.051051282,14057.32737,22766.31667,8484.897285,5859.424,4686.62257,12368.90667,6986.633668,10014.80691,10489.68462,1256.164086,32572.74545,331.015,2917.945714,10519.70768,14927.65675,2758.962009,23658.4412,18537.01555,90.4875,27361.37233,46008.04431,43964.93657,22.422,9789.99287,8358.157096,20.832,25194.44863,6444.077645,11935.02449,144.948,49004.36771,124.0781621,9120.232723,18110.59607,0,121.3486807,3283.738018,3546.996168,13149.5301,32788.86805
23,112.9847992,0.758303333,12105.41548,6035.04758,12336.58003,12404.75194,11493.31237,12734.7423,9439.790728,7371.247775,14496.25205,11068.81672,12551.02919,7597.469795,11666.481,10515.45304,10720.19459,11814.50526,13360.4822,15612.1399,12033.26927,12650.3122,8963.787171,10402.51019,9575.160923,8293.725996,12032.25008,11995.65163,10295.03316,12140.21565,6576.608203,24866.38265,13101.40793,10823.58651,12089.63298,10171.18364,12733.57687,16272.22892,4573.148484,12443.64446,8067.607422,11158.6751
24,290.0871061,0.843271667,11749.21672,17503.18944,192351.0635,54994.42983,13002.67585,62609.16385,112741.6165,99968.40178,4170.796206,30219.80716,12485.36216,149036.5964,118412.2043,61005.34781,274991.5767,44233.68025,30987.38462,3931.874836,42619.50745,28294.1354,18495.44139,6553.873146,14865.2776,11642.62384,151853.1455,253539.6167,14687.50836,21091.26228,30152.71333,22137.27834,4763.685569,15797.44713,44660.06233,202588.0096,10908.44851,13642.2555,5584.017536,15690.11886,51528.88918,28028.12947
25,205.0347014,1.160339167,15349.83263,30293.8382,19056.73083,21760.1745,6259.396485,53415.83111,40675.90516,59330.375,9241.090441,14847.84368,22725.01897,954.304,16065.01831,7232.811469,70645.08054,65051.78686,14398.12837,27497.55125,124126.5426,33462.91911,54023.38735,26866.23598,455.7407273,8021.701088,7876.853296,956.1561924,97504.77836,32156.15176,129629.3484,3215.841019,24535.81594,2950.754616,6771.01839,43280.62673,11214.80075,4840.834001,184268.1873,3772.827829,52064.78665,97643.86477
26,355.3210671,16.82489167,13974.62111,34521.44591,62626.96936,100753.1952,61538.72551,164872.2858,13345.86526,4035.382633,13435.33223,21864.38179,38047.72308,340360.2587,30853.52585,22897.06156,141251.8802,169909.4273,293153.7158,383875.3756,127748.0577,21140.81067,87728.27546,297217.7475,238313.6401,41567.4252,63850.23479,316899.3737,20125.71148,460667.342,143593.2839,124817.8494,254122.8255,194842.7756,132395.9252,122589.8411,22530.4269,112382.5638,681556.9665,1090876.273,55570.30297,194727.4019
27,216.9085094,0.904410833,17411.57764,10649.32064,15703.21056,16483.16958,23542.70879,19745.52067,358.4835,15585.39442,20534.88831,9955.124252,27020.86597,11665.18403,8509.723499,27612.03608,18113.58785,20873.423,22338.52754,11813.68655,1405.787494,531.2461333,29230.94248,26606.80105,7356.592285,6569.06667,11201.79793,28972.10813,26147.71776,24957.93372,16730.0062,7857.487239,16422.86187,23901.8368,15755.76461,15785.81322,15712.98804,1251.831505,3860.060458,24275.81908,23630.65883,22101.80317
28,199.8501245,18.0008375,379224.4058,27251.36678,157497.2276,170273.8286,448135.9804,68172.48107,291066.9232,216239.4724,142662.0947,1774.562129,438517.5969,89479.97489,56914.04745,220357.2201,278834.1388,132228.7316,8267.400049,102830.7873,109554.4382,40788.26705,303862.5137,27800.93684,153168.565,6538.704961,3360.185,99102.15644,44192.16156,2917.995557,72213.53815,67795.69517,8261.651855,25481.15847,4491.76707,28315.7247,467.6674304,292561.1134,6918.36334,182.49,20585.0479,68581.23002
29,265.1470923,18.93543333,50922.86979,3209.147129,33922.38254,45189.27763,120142.6418,74103.84132,34903.3509,36299.89491,27794.98299,3107.994192,119611.1912,129083.8429,30384.16707,36296.92691,1372.490957,55600.96511,20197.19182,1611.117148,91630.72739,82360.73919,97117.17697,104257.2945,141777.6816,4520.230266,7931.36592,110052.3422,9679.956406,1031.273591,93769.34677,76992.64744,858.6199707,14246.73013,2931.266038,3854.41123,1223.41311,89929.86082,8009.258945,2581.32381,1793.655491,139020.6455
30,272.9581955,0.69648625,6891.857435,36680.29028,24453.2915,25687.48866,24395.66981,9581.045993,39160.62072,25752.92204,48653.40853,42132.91494,92323.78662,32146.83235,3931.722623,34994.42158,42903.12277,51340.18339,48013.36192,28585.02603,18377.79907,30181.24465,56064.09532,96125.07489,14149.56734,29161.46219,5772.254766,34955.72424,26978.90762,1994.705383,4836.346674,7886.112053,66061.51024,12511.53678,29526.87305,24606.4119,13926.93088,35151.0132,12617.18495,16189.11622,22282.84659,70421.02111
31,194.9271956,0.8998325,15408.31441,14506.35438,16126.77589,9965.942104,12977.99581,15407.47002,21798.61494,6594.370166,20652.30178,3031.016727,23099.72358,10621.87309,14879.49854,16313.40092,8279.708114,17270.22348,18508.77942,1794.515673,1804.32,10033.94695,11048.04022,17405.92377,7707.860043,2944.703321,4332.300479,27024.44354,19115.00994,12747.20403,11016.45043,777.316285,5784.215922,15753.37182,8511.921283,5618.344073,2998.929681,532.478725,11610.26792,5616.312993,13870.49667,12571.76161
32,128.0347774,1.05442875,8280.19032,21130.388,2165.415057,16998.6026,8608.77912,8324.206207,22059.02993,11430.68961,1454.9375,19389.1292,25736.61494,94161.00073,25193.71222,16025.09833,52911.96239,64650.81917,26510.35565,2147.955,113140.5587,86217.77749,2803.670742,99163.78675,18514.35482,23431.11112,33413.91354,69244.53118,2620.471961,33444.1933,92856.3518,17558.43503,2506.833121,3587.070555,45224.67914,18534.99689,2091.724395,72378.99413,27705.84096,2839.417637,23049.82337,102628.9118
33,316.7781827,18.6624,4447.458027,73088.02093,89099.30044,56451.98459,37689.56342,102904.9285,16901.36537,55141.60859,52040.76314,57918.10472,88905.84498,82727.73148,61259.6372,82967.30014,66432.18246,94481.67398,41661.95198,43921.28182,97840.91644,45869.60906,70433.48702,64432.88063,75839.10451,52291.67826,92577.78548,73302.86231,65886.51893,23559.97525,70066.65053,31900.01031,29093.8734,28232.05309,25567.04651,14399.66576,911.4749487,98896.09887,23776.65495,206.46,42150.31569,23112.65762
34,242.1752942,5.177669167,9205.826131,5618.946057,3171.669651,9540.299077,1786.539009,2375.821358,8180.562205,2150.38723,3709.866689,10508.82263,4034.155445,1727.465218,576.6268691,10682.56427,10252.45333,538.4532559,10175.30058,317.5521987,6309.342138,2329.274672,2950.483527,4547.187896,5799.512906,8582.79379,3429.62275,3412.924366,10506.59828,12650.14534,1125.878616,4803.184597,5614.245632,3662.214976,3080.938126,5571.726204,13084.73161,3529.401299,8251.714552,3769.364613,5857.597044,3493.353268
35,225.0884128,1.260667083,5876.397914,3589.149154,11040.05056,3755.62,9515.225895,4649.576256,10088.52513,5890.95179,9292.333815,5095.733022,10252.23018,11523.98832,5266.88525,11727.56385,4460.493506,9775.289416,7189.055499,5610.904292,52310.627,4357.31117,13573.81022,16626.28724,35632.19057,8991.9902,17188.60002,1141.0135,7109.66507,6690.599613,12634.3303,614.069321,4098.046596,26399.70007,7499.226441,2466.910184,8429.911445,27884.36957,10693.32617,1771.386828,5244.821,12273.36414
36,383.0453459,1.059559167,2873.17626,4025.749148,2306.754827,2018.299917,3686.964309,2951.241553,2882.660832,4622.833574,4868.679107,16.054,6530.732871,470.5376315,2016.152689,7124.108806,10233.54307,1311.228937,8293.359277,4785.597979,448.1852842,4541.331422,25488.39168,2954.923997,356.282,2032.850484,2163.411342,57.015,4065.747763,2052.707895,7119.864463,83.62059192,5560.681295,34.52,541.3008184,3828.151978,88.3431134,26.4325,524.9072017,14.231,3480.214031,7160.902836
37,288.9862653,0.8906725,13713.73154,10687.37552,6239.317415,8848.389517,9002.599679,15672.48679,17802.00598,8292.319107,10085.38451,756.5254785,21941.42195,2195.645363,2084.80383,12409.45538,12623.59947,8707.120222,11269.73835,702.447457,78.939,13945.74158,30641.55491,6695.347421,388.6983381,558.792,4409.40876,1085.857082,5093.685684,4321.386726,16335.73063,24.38,3339.683731,455.2915624,1695.678817,3597.992811,47.48,459.8654809,4261.647718,714.5308699,11247.1549,14345.20383
38,471.061265,7.341744872,10303.96617,80.038,82.80201944,358.9189255,159.9729511,575.8852465,1569.417268,1032.145006,1477.950312,59.995,581.8194481,786.5867698,27.637,7788.943716,80.066,40.1625,2557.833425,25.88,13189.56891,367.1305474,329.6536741,86.70505811,503.0666088,31566.85096,102.0643025,75.6555,43.04889032,22133.15237,257.24,5578.619142,9915.260548,79.4225,482.0996396,4037.861221,5865.249013,658.5771237,280.9851412,1485.952,75.474,0
39,158.9777386,0.697335,5742.82403,17753.90474,22335.45387,20250.9358,20766.05652,13506.9256,19311.91353,15638.1337,23958.70772,19654.1999,38495.51358,23800.38209,8172.561999,24140.03398,18016.26375,10331.90879,26661.54526,19143.45371,19109.71471,15106.21528,19875.24625,29684.97394,5098.162745,20778.59782,14312.49391,16934.13325,23130.07295,4765.470035,7441.943442,10347.06284,34822.46751,14873.77775,21948.57038,16134.67312,10652.87218,20460.7145,9391.921616,14970.71712,11255.81868,35472.97281
40,310.9691666,0.87815625,9600.722181,18837.626,7056.867178,11863.43282,4224.206893,7594.049443,18796.37933,3896.934475,16654.96579,233.8818003,42532.66766,900.0068174,6860.13292,21555.90416,17721.52949,1497.446329,12532.36749,19149.75543,124.3435647,19653.06585,54705.17628,49909.79546,317.8596143,4749.472004,3378.83394,1209.244721,27415.68747,10085.55583,14603.37062,308.0493765,53093.11077,427.4800461,4718.300625,6667.77269,299.779,1035.811091,6036.655327,2304.624634,29906.14196,47801.36092
41,279.2323021,16.32976,4704.669063,155410.6241,13713.10688,68163.04591,59424.96834,52844.24288,57029.59934,11645.63711,303547.1728,57874.27099,126895.1362,383875.2512,38425.80935,152394.14,121057.2789,211313.0596,181542.0457,99308.58239,229515.5455,220452.5761,237539.2239,678844.537,39015.02391,57913.59574,90137.86556,445600.1153,22861.42234,34071.34932,257954.1759,236352.6771,32755.59995,498529.1029,458832.27,18142.77106,115611.7133,56392.84632,871691.4935,1356843.488,246685.612,104493.7268
42,316.7780039,18.861725,22696.15981,21182.90431,39643.22781,34237.2818,16811.48812,41176.4628,11749.10618,2902.586816,24335.14477,30664.79719,34656.64496,28111.169,29634.288,30462.62594,7112.138945,37619.70961,25889.77802,19038.33943,38247.93618,20944.59056,2114.482217,16675.75153,21727.68641,19478.86413,5962.13665,30896.93212,27673.51523,14220.52663,20304.58197,38273.74406,5319.756914,35696.98902,4996.770615,18299.13783,775.34,13746.28229,15906.83854,184.775,17241.09386,15470.89559
43,134.8939595,18.93045833,149526.6251,76927.20701,70803.35182,166514.9541,31941.45089,235644.7106,131791.5604,148839.0266,144285.6957,45644.66794,31764.9283,25707.55442,137887.2294,86079.32634,69164.11503,23078.57376,74436.10308,68678.58985,79250.86008,19239.01923,86511.5741,25679.61517,64463.51221,43594.39308,68001.22446,30280.18594,98880.63784,50001.19111,18582.40776,174799.3877,74557.86705,159681.746,54282.14732,99000.14854,24678.57811,180840.4761,96163.48382,19783.05125,42811.97356,23215.89605
44,182.9877382,18.899825,27940.51521,10879.71379,22196.01846,17340.86376,10912.39548,33134.31803,35094.74166,194908.899,17336.1484,18508.18843,175252.4509,33422.81495,11023.05752,176190.404,263653.625,34383.26093,78818.93075,174950.2981,12536.3069,30328.26688,96662.34681,17996.0669,146674.2091,105720.0458,131985.9589,20134.82958,29426.49894,30366.15938,76668.00213,65849.86884,30046.39619,17501.90753,21638.132,111213.5903,25463.81964,10524.67467,29635.83211,107705.274,19712.89347,23906.69707
45,182.9879066,17.909075,10134.37821,126505.5579,24292.46792,25418.50144,37176.59205,14126.92355,18561.95614,13420.17277,96348.9342,62853.28416,33954.93224,12778.01618,139514.8946,43301.63148,4355.366172,2266.925771,46575.24882,22373.32265,8493.783467,17164.44853,28013.60587,38332.7089,21493.63089,47752.53476,17054.95296,10173.81854,23437.89521,4835.546499,37596.86001,40369.12553,29375.97407,15128.90972,12392.54703,11768.22752,22970.2169,9959.510698,11091.34929,5538.43,19851.71829,7136.389292
46,164.0711449,1.25823875,5846.447084,33792.878,39182.80092,16106.25022,428.7408849,22267.98311,10575.24427,20832.95405,2240.643072,9326.890442,2072.502,42665.79931,36946.2387,23979.07197,22266.30932,689.0131274,1295.736695,3069.725427,2311.557499,3671.907379,1578.462662,5184.439806,3513.548744,1301.801941,22639.66481,31393.88677,624.22,1228.269,18393.03581,263.9985,2079.913076,3418.146773,8245.684014,13456.70059,3157.283792,1098.434623,17777.19079,2045.147098,31907.61503,82955.60534
47,182.9877669,18.73342083,10911.58579,40891.68828,35010.59332,145982.9538,85452.47662,14342.97904,4385.022891,30321.24186,35992.75259,80531.89083,17839.25087,8572.959053,11023.05752,50995.71807,18327.40554,11073.8044,29559.40828,25665.76541,50112.15001,145313.0782,30620.46359,26229.0057,15460.20519,31174.16619,36446.44858,11507.61368,29354.96462,34822.95495,28381.34759,16455.75893,40927.90789,29300.48475,40877.79232,51059.75995,81528.33897,42209.42075,8730.048594,47554.18417,10500.77946,38766.8366
48,253.2164528,16.16489542,4970.486375,1814.198824,2789.604331,8988.51491,4178.132521,14694.74585,6090.341887,2337.698979,16450.86907,3272.442027,784.6935,3823.34767,1649.052511,662.1677075,3640.497523,2220.653619,6592.811297,822.5187996,34174.39295,2947.551394,961.8353124,4172.942797,2916.223426,3786.06258,5423.33586,15463.20277,875.5249883,1963.930222,5726.454804,4100.124,7209.960794,2805.443323,1347.294138,326.3975,1662.707927,2554.114475,4699.615031,48480.37595,543.9748279,389.037
49,665.2142213,0.75881375,7220.206328,3197.635001,6218.316195,6159.504151,9345.431757,3580.082586,4072.133686,1896.311658,4694.929483,3023.950515,4003.681503,6553.040538,3628.618319,7591.368624,3222.492732,8478.118042,6659.561013,7379.584361,10484.87843,2607.976355,11287.98136,3104.317404,5444.161209,7779.433338,3227.810323,5880.276833,6083.102203,1564.636204,5803.255261,5655.687945,4828.646561,5982.336687,4495.478097,4757.963862,2931.234379,9138.971182,6046.047243,8468.058,3328.562854,4471.51117
50,439.078647,0.970392083,3777.535235,10480.68479,2525.569002,4651.479426,14742.04043,12548.70377,68037.43146,1763.81422,5478.698352,5853.913253,18144.36331,4509.783906,21034.61743,13893.71436,7112.266005,5586.285435,16173.05844,1518.956375,7735.586566,11883.38017,5529.975249,8576.081911,3249.341358,8634.336951,8559.391958,2344.761861,16270.03204,4451.210173,1920.993905,3780.783057,24257.14493,43364.82977,3072.842335,3018.353028,85706.88234,1358.990921,7470.141626,5846.947524,2805.76248,350.165
51,182.9878029,17.55056667,28856.70008,10269.3199,21535.46335,25045.59078,30384.27032,166178.6162,36228.16663,29148.41081,28203.4043,54758.86247,24550.2618,10493.19016,37031.89521,77673.99967,27381.36339,86295.95426,20972.65607,14197.72219,13807.94372,8167.75085,11752.69196,135680.2359,28454.64799,5615.414702,94042.24419,53161.44337,21053.82133,15282.1985,18700.82518,189352.656,22895.3505,105055.9808,19896.2211,11852.6959,22252.70106,21794.94936,23384.24736,6772.275249,55988.31764,28922.01436
52,182.9878443,18.48025417,30280.88383,29786.38754,29068.28148,40686.43362,13116.33085,19734.19247,139824.0212,6632.322168,55726.76342,14012.74866,36603.75023,2387.71041,85587.11921,30296.34085,29795.7864,2504.683672,34498.93978,32170.72289,14778.73229,33297.50759,30775.9621,24838.44943,13885.03,11054.32699,34452.58472,82366.06936,43955.9824,28226.57346,66696.56548,54975.04137,85773.95992,138614.0186,4381.386094,14465.66104,34003.83727,5096.18665,31002.74452,17705.62789,145981.2446,43058.42999
