row ID,row m/z,row retention time,KMRB15070728_neg.mzXML Peak area,KMRB15070723_neg.mzXML Peak area,KMRB16032507_neg.mzXML Peak area,KMRB15070765_neg.mzXML Peak area,KMRB15062619_neg.mzXML Peak area,KMRB15090213_neg.mzXML Peak area,KMRB17070402_neg.mzXML Peak area,KMRB17080804_neg.mzXML Peak area,KMRB15081403_neg.mzXML Peak area,KMRB15031920_neg.mzXML Peak area,KMRB16011417_neg.mzXML Peak area,KMRB16011519_neg.mzXML Peak area,KMRB04050612_neg.mzXML Peak area,KMRB14110709_neg.mzXML Peak area,KMRB18111308_neg.mzXML Peak area,KMRB14091212_neg.mzXML Peak area,KMRB15052235_neg.mzXML Peak area,KMRB15070136_neg.mzXML Peak area,KMRB18042712_neg.mzXML Peak area,KMRB16061604_neg.mzXML Peak area,KMRB15021115_neg.mzXML Peak area,KMRB16051230_neg.mzXML Peak area,KMRB17091811_neg.mzXML Peak area,KMRB15032003_neg.mzXML Peak area,KMRB14101203_neg.mzXML Peak area,KMRB15063021_neg.mzXML Peak area,KMRB15052230_neg.mzXML Peak area,KMRB15071608_neg.mzXML Peak area,KMRB14082260_neg.mzXML Peak area,KMRB16071927_neg.mzXML Peak area,KMRB15080602_neg.mzXML Peak area,KMRB16011521_neg.mzXML Peak area,KMRB15090836_neg.mzXML Peak area,KMRB17061910_neg.mzXML Peak area,KMRB17083132_neg.mzXML Peak area,KMRB16041505_neg.mzXML Peak area,KMRB15102011_neg.mzXML Peak area,KMRB15061217_neg.mzXML Peak area,KMRB14070116_neg.mzXML Peak area,KMRB15090322_neg.mzXML Peak area
430,174.9553047,8.064980833,2563.587781,4335.934894,1528.018376,2076.703525,4970.470638,5680.615515,3005.213513,1278.519133,2535.647802,2317.247748,8744.875025,757.1643198,1347.875414,3482.921855,2392.19708,1903.827646,4555.569788,963.2388984,2082.76819,1432.042227,3520.073132,1399.282846,2813.576449,3178.500261,883.0176567,710.072979,7551.702695,2900.361039,11661.42436,6176.915354,2525.008757,2731.809955,6003.864132,914.9981426,1831.909723,1050.661542,8268.003023,1147.443071,1803.476382,394.963
431,289.1640821,1.947985135,14.518,1748.911836,19.395,10.6575,11.448,26.8579353,47.6595,6.665,17.67140088,9.798,9.9675,8.0105,21.546,31.77454166,23.1495,65.137,6.1915,52.1385,130.3872186,7.128,29.599,47.853,227.2251833,65.41113696,61.6,8.541,37.25624536,68.35185828,30.31,0,137.6,644.503219,8.227,0,56.175,18.312,994.8873604,81.95170759,13.482,0
432,256.8451962,16.95397009,9299.571387,19384.67985,13877.53851,13482.55494,3508.067422,8503.091602,17783.14838,1165.81999,9897.084121,18114.95015,48243.68383,2793.478589,4470.232373,20613.74587,48928.68115,13033.18063,9006.796042,3353.604507,8299.258301,9656.89,3437.562402,2445.557634,10591.35945,2735.164653,2140.255,5131.867224,3289.024136,322.645,8523.332368,3396.260808,2137.485,3290.53115,655.6903223,3489.748109,37.3,7225.896665,1465.786897,0,2936.390947,515.9055334
433,989.3187533,0.747754167,5877.921557,2737.277427,3423.782864,1360.684168,3098.169408,3531.401224,2594.642891,609.0338782,2606.375588,4937.279771,5218.828025,2035.99068,2527.595129,2122.74952,2741.71796,3004.502055,3031.72573,1388.363543,2220.412074,6236.856665,2479.005991,1043.34992,4379.642231,1579.829409,8306.623447,399.4384609,3605.657256,10293.81625,2212.234197,2281.011344,89.79,2783.068243,455.2525,2057.710379,4318.343405,4582.400396,2136.545489,2154.328199,1317.630494,2999.177035
434,116.9278032,11.80053583,817.536917,5779.906284,3944.933379,2656.192188,455.6873066,1205.378287,5882.822671,1248.423266,2581.105478,12638.11975,2748.403186,3302.105836,1244.081149,3078.628522,2615.576448,3592.0852,1734.590122,679.7844648,909.730751,4543.980834,5948.228083,8429.255833,557.2075649,5889.442521,7793.966138,1519.675467,5412.347337,13845.79025,717.682439,1362.762736,3636.662898,10625.44175,1705.00979,1681.990765,790.4980278,5129.28431,1137.209983,5826.067515,4351.830191,1605.936917
435,116.9277339,12.92254042,6541.257474,17690.3437,5614.982321,16877.40103,6625.492757,1247.825255,2639.804814,4200.146406,4976.492945,2585.192037,9532.725995,1828.932933,12053.50871,7127.82109,21509.33315,10880.36566,5378.077924,6605.397543,6323.357664,3446.490673,5951.463817,4314.991693,47294.27599,10911.25376,20715.3943,3408.856586,3944.734334,7784.745776,3349.340767,9863.386493,28775.9266,2491.859397,5692.496656,5350.097308,1540.364729,15297.53197,4376.940436,2292.989,6518.676803,7825.759751
436,116.9278157,6.9167875,1225.437347,8366.620232,4344.940931,2001.801272,658.9167588,1519.109475,1898.086188,24622.13088,2629.068012,1731.976799,5551.931209,5669.527542,2512.846414,12206.8065,7604.492107,5482.197047,8569.715866,1258.187318,3844.92457,1047.860033,2507.406541,2631.098655,2126.918991,670.4835691,1429.417264,20139.84209,2990.548245,3041.395863,1098.168142,2263.417009,522.7282285,951.8750449,4284.442514,7291.029819,3822.785335,7395.623854,3955.680442,19233.41958,1466.376444,1743.357791
437,655.4431023,16.25316167,428.3593745,1567.432967,3241.232348,10573.47644,4488.404308,14073.94954,517.8818798,1351.463612,3647.988724,78.9725,1105.658893,31460.4796,425.360187,641.8653836,12085.32032,26726.42792,40355.1846,30550.64629,5272.91974,2223.935146,10919.17007,15065.58315,25233.20911,1529.979,43.6785,34580.37198,4034.085041,32901.88362,5610.295149,10720.63149,20059.47993,17275.10472,20320.26538,6321.196982,1936.580883,9170.41919,28410.50073,64328.23113,1123.467,1852.984799
438,116.9277595,13.91042625,7499.130747,6071.279653,1117.087517,15535.83631,34991.61345,23565.31623,4621.914156,9101.623954,5201.810263,82677.03129,10803.02975,13725.92378,4063.590234,2595.215262,17887.15373,17401.53431,2347.389786,32718.42902,2975.236293,18593.11013,5619.860526,20479.55824,21288.93236,1678.880776,4549.749865,13826.24551,7253.749058,4093.34718,54588.21061,41453.55535,17354.36653,4125.016074,1185.527869,5606.487104,3935.466028,37429.5703,14591.05659,13658.77595,5574.475308,9044.268213
439,116.927673,13.07661125,6541.257474,3580.710174,3305.276093,4858.921851,6625.492757,6097.622694,1611.4615,4052.136717,3029.083297,2585.192037,3998.717244,5908.150384,7490.605855,4141.248641,3352.951878,16083.99613,19225.48711,3959.706729,12615.51886,3446.490673,3760.897849,10178.1907,4227.456349,7523.187721,3774.534571,10558.03914,1601.041724,2449.28037,3349.340767,36941.57197,1295.07536,6700.979255,4236.092282,4467.076012,3666.552533,2123.478656,4376.940436,9267.048199,6718.374134,31151.01212
440,174.9549967,6.73800125,1042.551483,8528.193056,1012.420845,9507.996672,1347.125594,4345.259406,1230.288,1304.422998,8609.015481,1509.984017,1833.295373,1678.994884,1930.505,1738.69914,2121.134037,3368.155231,1294.324223,3503.677322,1740.755142,1856.506204,859.4064861,1494.207448,2386.418683,2556.257479,1304.862482,912.5087666,2410.054617,4248.172704,4013.632494,3641.534097,8645.703812,565.88,3292.020457,1459.365765,1287.341,862.7073791,2906.346475,4025.16859,788.763,302.7499961
441,174.9549474,11.14227875,2987.773276,1117.190386,2060.09966,2413.081632,5435.845064,2635.461121,4382.411288,873.6727334,1241.26758,907.4031016,1790.794595,1781.036245,3318.37799,2695.099993,3691.839802,1155.882973,2395.543583,5613.915863,4109.129153,2550.729696,1174.826856,6509.277047,2824.205045,1179.403376,917.106,1446.123575,1352.0322,3163.153448,1865.017459,3489.341423,3790.771177,3843.913812,4695.419763,2840.267476,976.7546406,953.4894873,1752.19277,4255.811069,8105.579578,2979.844156
442,116.9277322,13.31437417,4403.516948,8074.914087,9976.444512,9967.143521,12617.3013,1051.245377,17593.53331,8458.703748,1512.649868,1567.021698,12611.00155,7705.769156,1968.949024,22473.67157,975.5206724,10326.06869,3297.650166,10018.70204,10686.45062,1276.4175,9478.372823,13231.63507,7003.515451,13286.18762,17067.27147,5130.142973,949.962417,4082.054958,12844.20038,6185.113927,15252.6423,7678.128871,3210.939472,9854.904577,3952.139448,6727.907098,2404.134061,6890.927199,6718.374134,3456.495409
443,116.9277086,13.49526292,1705.355878,6263.660986,9178.033859,2328.450605,25871.28215,6796.333664,17593.53331,1179.435197,28518.97274,1567.021698,12611.00155,8172.695796,10987.05512,2557.381235,11897.95327,25823.01573,1811.347254,2952.930109,9692.742768,5446.527865,5403.333227,10026.84891,7003.515451,1784.489837,11015.64964,5789.502464,41519.21746,15660.16514,14219.24518,3486.614129,10443.21166,1015.324289,3861.926665,1182.995232,3281.188188,39928.57422,9731.833073,22373.54172,1469.137819,10493.13641
444,116.9276355,7.896429167,2364.739039,8054.417211,829.8331348,3081.68959,5346.653378,1524.544042,667.1884951,2622.776953,44642.93863,3065.921128,1275.0738,814.8026348,769.2719414,2234.531951,1096.845845,7444.841448,5968.695417,14399.248,2648.60387,5078.195979,1596.186869,3821.85679,954.224575,1543.897182,371.1241206,2592.129066,3088.731008,17288.9339,2887.559769,3066.515687,3332.833042,1254.743028,9916.637384,904.8828003,2199.34799,359.9568323,3480.605201,3414.785486,3979.727946,1862.84274
445,174.9556131,7.312945417,1050.855908,2775.110666,1630.883348,4453.020055,1711.553417,939.238749,1062.904192,1476.204521,1465.327041,1288.637303,1293.329614,2380.973244,783.6164939,3176.809297,3780.017415,2240.745799,2371.370943,2280.896949,1937.056841,5881.639847,1243.68674,1350.028197,1434.717419,3068.973631,1112.771874,779.327417,6351.949703,7034.341291,11910.31289,2248.426942,934.5405132,2833.212554,931.3081711,1796.883297,1333.447654,2945.392856,1380.320468,6352.042052,3019.282884,389.3419634
446,174.9551816,9.5092675,1524.315083,1115.547084,830.5408564,1966.968333,1135.161638,1341.327584,2376.391446,974.1101719,1354.301122,894.4121575,1650.435889,7912.903327,2138.593687,2363.578324,1981.591446,21355.31729,5290.580698,3905.092828,2598.523643,1011.690248,3034.571598,1094.772652,3743.662744,957.035832,3559.48123,8488.458937,2591.0803,2720.5029,2964.103021,8795.339036,3248.416979,759.055,3166.937019,1618.696318,1770.961778,1271.48728,2304.24698,7241.570516,1023.295,1492.061895
447,116.9277195,13.76695708,7499.130747,22185.99481,1117.087517,2328.450605,10926.44222,5233.685967,94035.72153,1578.611403,6377.297829,2094.475423,18620.73308,14633.13471,1296.018291,2595.215262,2007.814156,8262.346519,26735.1293,2913.759684,7823.42941,30895.61226,23223.86655,34526.18683,32589.39353,5309.917445,4137.569818,25125.58752,1469.587809,3364.184673,17903.96936,17570.08383,1573.148492,23906.12799,3194.280378,1338.75361,3075.914735,7749.560705,4627.72777,4037.505957,16418.1128,11798.57771
448,187.0971627,3.57778625,1429.272669,1992.758342,669.9320078,2766.379155,415.2132551,1559.080866,411.2861344,226.3525,1819.869326,2367.148544,118.6455,161.3458945,711.6509763,1088.61123,640.1911785,233.8583308,1354.109439,106.821,3865.827723,326.0862617,2757.201397,6965.085468,1355.064087,5390.331005,6072.178497,572.5800485,7387.024087,12464.33572,52.25,505.6176422,1771.674561,5570.26015,238.067,1501.575218,563.4529534,4037.441863,5517.350437,9433.689173,399.2810752,317.4732776
449,116.9277271,14.13251708,27541.29668,10190.45744,1327.445494,89898.9363,12926.23489,19915.63517,17822.89897,9101.623954,5844.214658,2097.926808,2755.47525,86811.45826,2964.734114,3414.139258,10444.52636,76994.40695,2702.483371,1237.794267,10206.28036,54846.7444,34801.14238,18343.22902,22390.40159,1278.968239,14979.81533,37761.80659,9451.268019,24390.02627,39585.13221,36333.1027,28182.67696,8535.029687,8687.549236,2542.314265,9164.914375,18268.19798,54833.50917,9635.426755,7610.779329,22731.07074
450,116.9277455,14.25601375,10908.1204,2738.482207,1327.445494,31265.73678,20949.89861,44597.97227,17822.89897,6036.725681,13661.63736,21611.46782,10950.25192,69317.44203,3513.706892,3414.139258,13390.68967,59592.87264,17539.04598,3433.765477,10206.28036,43997.62493,6398.592043,35456.18114,22390.40159,27713.673,12479.84253,18060.0601,36864.14476,4465.432678,16625.59267,37139.74637,990.1059209,24457.34521,4315.985642,2542.314265,2696.365359,13499.06219,7650.244649,9104.355091,8895.86901,12276.89467
451,116.9276981,10.35487042,2680.629045,1508.659614,1293.282682,3380.124197,542.2120137,1374.48235,5774.513003,4437.960766,5555.995441,313.8886689,1905.859133,2497.871183,1246.38005,1357.197183,1819.970692,1435.789677,3349.911132,15659.98638,8185.698598,848.1,8787.658165,2573.791115,2319.347162,987.5248777,5183.568846,14333.79153,4289.279049,8055.734491,3921.037095,5584.910259,5676.487709,725.9340015,383.234144,2477.956553,3488.636222,849.6813324,5443.258338,2884.525507,6271.31227,3391.276931
452,116.9276887,12.99375583,6541.257474,9163.259285,13839.50029,21603.72962,6625.492757,16460.51387,2639.804814,3942.665539,4425.038261,2585.192037,12966.16936,5908.150384,2277.483818,5372.114124,1005.737879,4177.186716,1237.682932,3959.706729,7023.725808,30917.3189,4730.295935,28015.22462,2010.344363,5441.176784,2915.076404,3408.856586,10346.10434,8625.197118,3349.340767,4550.404354,788.2114561,5072.321746,29278.42086,21618.2999,4094.776828,6134.475529,26634.05258,2292.989,7597.570908,4056.051366
453,174.9552839,7.1999425,1513.242257,2320.151218,3067.516644,2707.588591,1711.553417,941.7350596,1298.425103,1019.265709,2006.05829,1655.582125,2280.506487,2165.69206,706.3675,3012.208678,5798.457856,811.4623384,1516.127503,4090.347575,1090.370583,992.5621831,1046.471823,6630.250846,1985.533777,6323.930803,1124.646021,6033.925834,5183.363219,1460.98924,4918.624774,2248.426942,1597.085396,10364.74523,5091.068563,2810.81511,4277.247803,2178.86165,2060.777046,4544.057184,3003.527911,389.3419634
454,116.9276488,13.180505,2357.049223,5844.167124,6803.358324,3596.903711,9787.8722,6993.770711,1757.911703,1471.937695,12582.01228,5831.295346,44723.96631,5908.150384,12740.7346,1832.387797,6485.207886,16083.99613,1237.682932,9253.382875,1156.55395,5812.580939,9478.372823,14287.88757,2427.169397,1159.367389,729.8807852,10558.03914,945.4783672,3216.174613,12844.20038,2221.524462,1295.07536,13720.23839,3210.939472,1934.591237,1256.458606,1717.832607,562.7938252,10094.60858,18803.88586,4056.051366
455,194.9960869,0.828477917,3907.838256,3974.412615,1307.500913,5799.689714,5874.956705,12236.87438,2354.194257,824.2629712,10807.41012,3551.035559,9845.959715,4880.194207,11924.53105,8281.114812,3168.018281,1437.21957,2859.561545,6982.22301,58570.89192,4367.323336,5609.68783,29925.88538,109380.4872,21085.32361,13516.18339,8039.777357,3309.395415,9775.900294,10926.84162,15697.79501,5082.41813,19754.4316,6597.659734,1835.442135,4962.241843,8073.421095,41773.97961,13958.22091,2017.55064,5696.420067
456,387.1131589,1.003864167,15866.28747,1671.662891,3415.341843,8146.805765,10530.79929,8555.775087,14364.13815,1554.579761,16419.14028,12810.02366,3199.430437,758.9960034,16730.8538,4388.901289,1191.169542,4917.10149,15380.2696,582.9729341,9911.470967,3132.803652,7250.944619,1662.078623,323.3326172,7281.32191,3856.542725,1947.304102,832.20083,5501.536075,758.1364902,8126.870338,8662.329988,37730.22219,2259.31695,1118.672871,77564.27572,455.2109334,7916.287526,1123.440675,7763.263822,125.3235
457,116.927797,7.404962083,1887.6511,6351.031345,7552.691656,799.2878555,4605.259743,13011.30556,14404.61477,4294.59258,8635.481403,699.8536995,7765.558564,14710.18951,3239.588064,16114.23301,9804.545718,7328.572987,9887.067462,14038.89147,1957.783038,5108.150921,1911.250527,1823.61982,704.6039324,1945.910469,3958.335329,1759.618599,4241.06959,1646.488796,7363.101197,807.7503184,1545.933934,3356.943601,1073.424024,1095.455759,2155.405293,2610.627113,5094.430872,5577.751312,4561.278838,1258.117772
458,309.2060841,9.489610684,23.8,3544.864711,38.571,101.406865,42.824,42.813,57.988,0,33.6375,12.449,39.9735,399.9004286,193.568,54.52291644,34.1215,420.8944409,1712.670392,8.3265,36.94,107.685,884.56,14081.58931,35.015,26.763,227.6866512,74.234,314.1025903,293.3171904,44.084,31.912,44.79968451,695.5765645,101.2085,65.5025,22.791,93.9185,1564.428445,40887.10623,152.0765,100.1965
459,116.9277553,8.119739167,1243.760333,706.0737515,1481.515076,1730.974819,439.5320688,394.9425,2616.482367,8490.329602,2168.957567,2312.106168,4034.709319,388.6244727,3760.760861,1419.132551,874.9963491,2341.968096,5468.629199,1164.390562,3558.952807,2609.1655,9151.931701,7121.84301,1780.795483,911.0259961,938.1810461,14148.33152,8531.600223,3855.493431,5366.83011,4591.599053,8644.145348,17410.25959,1678.580799,1637.904723,2832.604591,3165.967457,2256.828525,2648.96532,5398.42031,271.5525
460,383.3523541,17.82090833,390.58,3358.959951,2506.349703,5627.153232,1941.615752,9614.470537,1559.128982,1234.191876,2107.157593,1303.603848,3158.794658,10549.41243,2501.84,2045.164465,9091.148182,11806.52594,12492.08383,17503.78819,8375.888597,1448.459722,3210.919434,19275.96941,13733.09584,1593.198203,7479.972654,25375.03571,14707.57368,28047.35271,2440.689419,9133.52557,10779.14435,11703.96914,13122.70946,7378.065479,1105.439902,7637.030422,50781.216,40218.92465,2445.177217,12017.64815
461,174.9556769,2.77196875,1200.069004,976.9225752,1985.987517,3812.516457,2075.058408,1744.531091,2137.401563,1956.330862,4081.421859,615.1927563,1957.734429,730.5149739,783.6952754,10905.44697,2614.182786,2004.278424,1481.80193,1344.439322,381.1011633,1099.978886,332.8760488,620.1166436,1053.318124,891.6328069,626.4163071,1474.916016,1043.975411,3369.801907,3785.59851,366.4876838,1264.953534,1133.464458,19598.22634,2891.246214,3642.331288,404.6939355,3612.076535,2690.764167,1286.395055,2316.242088
462,174.9553629,9.45529625,3710.74153,1029.220268,3764.954709,7596.963821,3532.200415,1682.316117,1444.238847,1193.378206,3970.737106,894.4121575,16878.5848,773.2007969,1990.449298,2022.392002,2371.053746,4597.360552,1793.307798,971.4996963,6104.217434,4079.389099,3566.534254,1948.159592,7155.5509,1733.109213,1671.038789,13096.04696,2816.682379,2720.5029,1127.244674,3604.158344,3002.365139,3029.102441,18406.83813,3294.653306,4293.189918,2353.931519,2304.24698,7241.570516,3741.0365,924.1219023
463,186.1128214,2.57248875,200.0048301,648.221292,1621.360838,13635.96009,660.455,91.8,24.587,50.8365,1171.20665,8321.269437,180.5463675,4255.775927,11651.9838,1255.0045,7285.915411,28.026,733.9616975,5298.415497,2491.40065,631.8860747,240.080854,330.8062256,220.524,3596.035954,544.6325078,42.486,24769.04412,1907.577645,57.59740771,12377.43154,45.41279541,3972.314052,7159.755411,21642.24333,29229.17658,352.2217188,25259.37236,31538.92531,107.470341,71.876
464,116.9279465,7.381924167,2429.872953,2050.358114,2764.104414,2890.880321,874.8006731,1119.674123,1109.170998,4510.393294,615.3661348,1415.570482,3201.050551,1449.792281,3239.588064,1451.921203,2035.764333,501.3366709,409.1036826,1099.205407,6068.832653,723.1124785,1911.250527,2026.31319,704.6039324,1014.34144,2856.285173,3816.806022,4241.06959,1652.852552,7418.652744,579.7978906,1076.9345,3309.044005,1010.114214,1095.455759,2407.003553,2610.627113,5193.331753,5529.685812,4561.278838,948.312
465,174.9555451,0.517709167,979.5801777,2209.390037,2741.297697,7781.680461,1040.492844,1136.992171,735.4838584,3200.171331,3861.245285,1174.730602,757.0312744,1788.132082,2576.022769,926.1060398,3713.283348,807.0561543,2903.374585,3825.316558,951.2905317,750.5335869,556.7022183,599.7685967,1942.475808,991.138032,3989.891432,2838.633819,517.2438003,1251.444515,954.1865251,2693.858195,1144.706178,2180.901748,2619.061051,1961.277289,992.6410981,2031.785602,6134.276555,6517.457609,3465.187444,833.6435347
466,116.9277943,13.09950292,6541.257474,1777.124015,1965.217659,4858.921851,9787.8722,6097.622694,1611.4615,4412.939507,2877.310436,5831.295346,4099.930215,5908.150384,3716.342266,3743.060466,8826.398939,13680.99066,1237.682932,7568.512489,1156.55395,5812.580939,3760.897849,10178.1907,4227.456349,2180.32887,1394.39676,10558.03914,4963.338843,2089.293139,6381.041215,2221.524462,1295.07536,7678.128871,4236.092282,2188.119776,1256.458606,2123.478656,1351.998233,9267.048199,6718.374134,5084.021282
467,816.5662012,18.89449145,1056.056993,16026.30968,289.84,13396.45484,1214.987505,182.9,1351.52525,106.79,215.85,2329.065125,78162.55205,5005.625571,106715.3046,857.9265265,260,408.7240704,252.28,2490.395344,104.2360461,697.3420053,103.88,23421.7679,77902.21668,5047.032345,2979.300204,28.32,1477.017242,264.7649847,42117.72201,451.385,4661.77679,220.66,3824.441389,4028.882832,516.7584717,1136.46,695.2249951,0,55.65,1626.79207
468,116.9277044,6.5571,1065.846315,2562.776362,6206.696135,1377.887503,1290.532312,10108.54377,1545.020954,11063.87036,11710.15685,734.2084185,992.344918,4870.369782,10968.66165,2526.79563,3574.321277,926.706,2767.150189,1183.789676,1016.79873,1458.149804,1150.998443,2702.521288,1189.809883,2070.661655,1719.903104,700.6465122,3798.187342,1259.304898,11812.00966,1676.181147,552.4140732,3055.863522,2651.387345,3795.195225,722.0128159,10106.76848,4817.894282,3637.141483,3280.574376,2042.328567
469,116.9277482,10.43695917,2680.629045,5112.547191,5380.034695,2077.891399,1779.007738,9707.038698,2944.944947,1131.90726,14015.88049,1956.469237,4538.296212,3604.118786,385.9005557,870.8637498,1796.813131,704.3271147,1043.527401,2577.600605,5892.206127,6187.784806,899.0408408,3502.013814,2899.417,10978.82287,1997.844025,5172.679853,2737.53064,1583.892289,2091.699465,10135.24854,2036.393822,4542.190403,383.234144,2918.188759,7294.070548,5954.701193,2537.821072,2884.525507,6271.31227,804.0803232
470,174.9554004,12.73354792,462.0510007,4079.258815,571.3894216,1279.298646,2136.417989,2165.334774,935.3546177,766.0906265,3576.027911,1832.51332,646.0562214,1710.274482,2903.329,2551.807815,2302.490304,1748.349049,4990.696735,2176.337989,680.9852537,1053.322852,662.472,7115.313729,613.6142019,1122.749172,752.9086538,3425.431816,488.4502344,4381.122785,4795.532124,1040.059294,1958.380788,4974.976369,1109.428735,1458.958495,1706.952239,3654.249225,3132.025043,3383.660081,3588.784868,787.297
471,424.144735,1.082518519,40.137,5982.832252,8155.265832,149.72,2023.305027,64.56238385,3646.876289,894.0804727,58.582,171.534,174.4355,253.7405,2174.57642,8580.606416,1173.106176,1362.662467,194.5866227,108.315,26.356,332.932,88.245,0,14.554,0,1871.347203,5218.008668,327.2540007,117.306,0,39.37173019,74.812,54.625,617.8012166,3503.509154,0,203.1485731,233.22,21.52,782.46,46.215
472,116.9277242,10.5486875,1292.260091,5062.891487,10714.05342,1565.546136,6206.106937,3500.185226,9832.06385,5196.197651,3284.393043,2089.386328,1905.859133,5518.959602,3485.673972,1556.272125,1710.610412,3518.432045,3118.461781,8868.058027,2346.214719,2787.014483,1085.538697,8127.811649,2072.265144,2947.956317,21800.34999,5706.832331,5460.47817,8986.541568,6370.033354,666.8464004,1854.027903,1659.009703,701.8556067,7769.55203,667.1274683,2475.158573,2537.821072,2197.701117,866.8749463,3096.629615
473,116.9277801,6.604700417,1065.846315,1941.192376,1217.746644,6272.450301,16092.04656,4244.872269,3137.452426,1410.07094,3055.705744,4172.728592,992.344918,2740.155421,1596.941899,2526.79563,1090.635034,3375.107604,5276.944074,1183.789676,1016.79873,1399.049615,23322.78436,2702.521288,1189.809883,434.3757834,1837.037502,1333.195427,2692.040278,2359.458577,6795.359043,10217.11483,3477.132865,2130.338211,1070.134602,859.0280847,722.0128159,10106.76848,1027.179165,3286.519605,2703.115924,2111.955422
474,241.001809,0.850044017,1638.49092,2852.995433,1279.881584,519.0828812,385.71797,1572.030963,8225.70581,326.4625,385.0259552,1222.10657,8736.634618,2651.237311,5257.796703,1318.443426,169.1509346,8616.871683,185.69,3063.605901,56934.98663,1348.875763,2067.426119,1918.915363,5349.568109,17625.50938,904.7695508,174.3092331,397.39,2828.595761,1173.190028,37171.94142,200.3286383,1345.873584,4451.928767,575.6603529,1737.273916,2486.314177,3071.921437,1328.161255,0,350.4
475,295.2265475,13.97475083,167.833,4389.977566,186.776,8566.335504,150.365692,660.8827832,115.8433506,328.6005172,352.349,37.647,1020.0875,625.4808369,1699.507203,79.254,101.9345986,1602.186624,781.5972729,136.4220645,177.9954121,1223.689439,833.7452344,11533.98241,118.437,144.8835924,2029.044495,645.2455488,4557.203766,15768.29099,735.2291675,150.857644,73.10556053,551.1428618,551.2925,1033.377647,524.4085,879.907,6094.295315,45831.51921,370.9700748,1287.357922
476,174.955146,2.85081,1397.606427,5312.26349,998.6334814,2487.328008,1898.934649,4409.010562,1128.27469,1113.552879,2606.9805,1159.867229,725.5335205,872.831832,1298.872262,1138.686557,2686.508798,732.18651,10958.79405,1344.439322,1111.672727,3865.336954,1721.075432,783.1993306,1557.847836,1126.520895,721.2877773,642.3925308,980.1168711,1993.702311,447.9863618,913.4062764,2585.522076,1133.464458,757.6114785,2075.860826,3618.598933,1041.344509,7698.944077,1013.264416,1838.890232,2574.861604
477,256.8453565,17.12662821,24260.56833,4200.733311,8614.828545,3765.018464,18625.01059,4751.049175,17069.50561,12268.16999,32224.30086,2233.948574,11641.14175,1148.421172,3159.851152,12151.95927,8618.842817,1255.25208,7172.931592,4646.440234,15392.85692,16745.20717,4672.817764,7440.422828,9495.139009,626.5248315,2213.06,2252.320686,824.9386914,179.04,4511.720718,1787.759934,2367.564272,2726.380811,655.6903223,709.5290161,145.86,943.3662109,1463.415,0,3019.406592,945.255
478,174.955453,7.164674167,1513.242257,1221.522531,1983.092921,6553.63765,1711.553417,9578.150289,796.8450645,2541.474165,2424.336684,3636.963563,999.0677646,3132.750979,925.6202778,5951.444992,1870.316482,9543.538215,1516.127503,2871.931055,2341.190686,3313.987597,7054.886365,798.806,3879.714733,1276.465485,2274.823455,7386.258557,1259.253218,8112.707666,1044.600217,4634.020945,5407.98047,2728.496775,1669.393618,2810.81511,4277.247803,2178.86165,3000.39133,4544.057184,3186.095974,389.3419634
479,309.2064214,9.17435875,17.513,1902.812455,11.2625,59.148,84.164,219.9188148,18.444,7.8625,46.53917419,79.054,57.05763501,114.0008262,59.99233124,170.5176837,26.598,254.7290154,1470.803455,35.7445,44.1675,71.715,1245.969659,507.2502854,69.732,51.728,112.5145,214.3209742,159.1438091,1175.510524,15.408,9.372,27.6705,234.9105657,55.8,7.225,66.154,26.725,5661.553099,55262.03893,189.71,32.5755
480,297.2442971,13.30514792,225.7634479,761.0944216,256.89,8301.874521,63.894,5924.354605,44.9515,102.7525,175.4383184,62.29867285,358.6440262,140.8884563,878.8862734,73.1415,31.025,453.41073,563.323,17.466,98.512,352.8098369,1428.636465,1234.376259,26.5185,244.8942558,11801.93167,249.188,4939.826097,38664.8757,173.34,165.3385,191.632,375.114,118.0865,80.892,208.5835,931.3667202,897.9155927,69669.19381,91.5565,200.805
481,116.9275281,7.22920125,3481.773846,3340.919505,4253.764715,2130.287931,790.9269827,2520.966785,1805.190673,4656.248362,3910.51187,1423.033437,3201.050551,1374.002281,3151.895732,2363.211042,377.5565833,501.3366709,1698.948597,8420.126589,1957.783038,1823.635115,1598.882153,2216.492786,600.5711152,1849.747121,850.0041428,13313.96667,2758.221372,1516.733843,1395.354916,7321.141918,7343.822454,783.7610234,1286.562921,1160.197812,1146.860493,4757.528651,1324.906118,5577.751312,2527.047388,895.8621652
482,174.9559408,0.44989125,1021.161623,1381.469636,958.0657434,3877.034183,624.5089207,2245.795602,2945.744605,838.784698,923.7495791,1446.445063,514.6117612,910.3405259,1389.557048,1218.388485,940.812688,471.557,1005.160876,945.873073,4611.249639,1739.999553,667.692,2682.324699,1618.908396,2073.577987,669.726772,747.3,3790.268491,839.1818435,2632.993753,803.037063,1491.250277,1033.337875,3000.163494,1634.080998,616.2658254,1018.87287,1901.666793,3879.122219,2259.083848,1103.784488
